"scrubbed_species_binomial"	"verbatim_family"	"verbatim_scientific_name"	"family_matched"	"name_matched"	"name_matched_author"	"higher_plant_group"	"scrubbed_taxonomic_status"	"scrubbed_family"	"scrubbed_author"	"native_status"	"native_status_reason"	"native_status_sources"	"is_introduced"	"native_status_country"	"native_status_state_province"	"native_status_county_parish"	"country"	"state_province"	"county"	"locality"	"latitude"	"longitude"	"date_collected"	"datasource"	"dataset"	"dataowner"	"custodial_institution_codes"	"collection_code"	"datasource_id"	"is_cultivated_observation"	"is_cultivated_in_region"	"is_location_cultivated"	"is_new_world"	"observation_type"
"Cascaronia astragalina"	"Fabaceae"	"Cascaronia astragalina Griseb."	"Fabaceae"	"Cascaronia astragalina"	"Griseb."	"flowering plants"	"Accepted"	"Fabaceae"	"Griseb."	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Tucuman"	"Burruyacu"	"El Morao"	-26.51	-64.83	NA	"GBIF"	"LIL"	"LIL"	"LIL"	"HERB"	3376	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Paraguay"	"Neembucu"	NA	""	-26.575278	-58.040833	2005-01-23	"GBIF"	"NHMUK"	"NHMUK"	"NHMUK"	"BOT"	2075	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"Empedrado"	"El Sombrerito, estación experimental INTA"	-27.84	-58.68	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Pitcairnia chiquitana"	"BROMELIACEAE"	"Pitcairnia chiquitana R. VÃ¡squez & Ibisch"	"Bromeliaceae"	"Pitcairnia chiquitana"	"R. Vásquez & Ibisch"	"flowering plants"	"Accepted"	"Bromeliaceae"	"R. Vásquez & Ibisch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	NA	-18.1152778	-60.0855555	2002-12-04	"SpeciesLink"	"JBRJ"	"JBRJ"	"JBRJ"	"JBRJ_RB"	249	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	"N"	NA	"Brazil"	"Rio Grande do Sul"	NA	"BR-116"	-31.513889	-52.225278	2016-02-26	"GBIF"	"UFRGS"	"UFRGS"	"UFRGS"	"ICN"	2637	0	0	NA	1	"specimen"
"Mitracarpus bicrucis"	"Rubiaceae"	"Mitracarpus bicrucis Bacigalupo & E.L.Cabral"	"Rubiaceae"	"Mitracarpus bicrucis"	"Bacigalupo & E.L. Cabral"	"flowering plants"	"Accepted"	"Rubiaceae"	"Bacigalupo & E.L. Cabral"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Chiquitos. Ca. 10 km NW of Roboré to San Pedro, then NE onto the serranía, from 0.5-5 km. 18°15' S 059°49' W, 400-600 m."	-18.25	-59.81667	1995-02-05	"GBIF"	"WU"	"WU"	"WU"	"Herbarium WU"	3615	0	0	NA	1	"specimen"
"Fosterella vasquezii"	"Bromeliaceae"	"Fosterella vasquezii E. Gross & Ibisch"	"Bromeliaceae"	"Fosterella vasquezii"	"E. Gross & Ibisch"	"flowering plants"	"Accepted"	"Bromeliaceae"	"E. Gross & Ibisch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Velasco"	"Parque Nacional Noel Kempff Mercado. Senda de Los Fierros hacia la serranía, 8 km. del fin del camino Bosque semideciduo sobre faldas inferiores de la serranía, con afloramientos rocosos y areniscas"	-14.5544444	-60.7833333	1994-06-13	"MO"	"FR, K, MO, NY, RB, SEL, US, USZ"	"FR, K, MO, NY, RB, SEL, US, USZ"	"FR, K, MO, NY, RB, SEL, US, USZ"	NA	280	0	0	NA	1	"specimen"
"Blepharodon philibertioides"	"Apocynaceae"	"Blepharodon philibertioides Schltr."	"Apocynaceae"	"Blepharodon philibertioides"	"Schltr."	"flowering plants"	"Accepted"	"Apocynaceae"	"Schltr."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"Robore: 10Km W de Robore."	-18.275278	-59.832778	2002-12-03	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Morro do Agenor."	-12.7	-39.766667	1995-10-14	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	"Itatim"	"Morro do Agenor."	-12.7	-39.7666666667	1995-11-26	"SpeciesLink"	"UESB"	"UESB"	"UESB"	"HUESB"	1224	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"San Cosme"	"Paso de la Patria"	-27.33	-58.5	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Inga approximata"	"Fabaceae"	"Inga approximata T.D. Penn."	"Fabaceae"	"Inga approximata"	"T.D. Penn."	"flowering plants"	"Accepted"	"Fabaceae"	"T.D. Penn."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Cochabamba"	"Tiraque"	"El Limbo. Ladera con exposicion nor este con pendientes de hasta el 70 % de inclinacion. Mesobosque montano humedo, dominado por Weimannia bangii.W. microphylla, Hedyosmun angustifolium, H. racemosum, Alchornea pearcei, Alchornea cf latifolia, Didymopanax morototoni, Oreopanax cf trolli y Clethra scabra. El sotobosque dominado por Pteridophytos y Melastomataceae, presencia de muchas epifitas."	-17.14416	-65.62166	2003-08-21	"MO"	"BOLV"	"BOLV"	"BOLV"	NA	280	0	0	NA	1	"specimen"
"Arachis chiquitana"	"Fabaceae"	"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson"	"Fabaceae"	"Arachis chiquitana"	"Krapov. & al."	"flowering plants"	"Accepted"	"Fabaceae"	"Krapov. & al."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"Dep. Santa Cruz, prov. Chiquitos, 4 Km N de San José, Camino a San Ignacio, cerca de un pequeño arroyo"	-17.78	-60.78	1980-04-28	"GBIF"	"US"	"US"	"US"	"Botany"	3271	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra do Jacadigo, Planalto Residual do Urucum."	-19.1367	-57.50583	2004-10-20	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	NA	""	-29	-58	1975-03-11	"GBIF"	"F"	"F"	"F"	"Botany"	3567	0	0	NA	1	"specimen"
"Cascaronia astragalina"	"Fabaceae"	"Cascaronia astragalina Griseb."	"Fabaceae"	"Cascaronia astragalina"	"Griseb."	"flowering plants"	"Accepted"	"Fabaceae"	"Griseb."	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Jujuy"	"San Pedro"	"cerrito de San Lucas"	-24.3	-64.84	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra do Rabichão, Planalto Residual do Urucum. Acesso pela Fazenda Uruba. Interior de Floresta Estacional Decidual."	-19.06893	-57.30362	2004-03-16	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra Grande, Planalto Residual do Urucum. Interior de Floresta Estacional Decidual."	-19.12544	-57.30522	2004-11-24	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"tropicos"	0	"N"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east. Andrés Ibáñez, 1.5 km. NW of center of Cotoca. Chaco shrub vegetation along the railroad. With Prosopis chilensis, Tabebuia nodosa, Phyllostylon rhamnoides, Acacia albocorticata.; Aeschynomene denticulata Rudd"	-17.75	-63	1994-01-01	"MO"	"MO, NY"	"MO, NY"	"MO, NY"	NA	280	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Formosa"	"Pilcomayo"	"Parque Nac. Pilcomayo, alred. de la Casa de los Guardaparques en Lag. Blanca."	-25.34	-58.03	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"Mburucuya"	"Estancia Santa Teresa"	-27.99	-58.18	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Urucum Mineração. Vale de Floresta Estacional Decidual. Solo minério de ferro."	-19.11251	-57.37416	2004-12-17	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	""	-9.333333	-38.483333	1982-10-24	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra do Rabichão. Estrada de acesso à Fda. Carandá."	-19.04524	-57.29878	2004-02-10	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Formosa"	"Pilcomayo"	"Parque Nac. Pilcomayo, alred. de la Casa de los Guardaparques en Lag. Blanca."	-25.34	-58.03	NA	"GBIF"	"G"	"G"	"G"	"HERB"	3547	0	0	NA	1	"specimen"
"Calea dalyi"	"Asteraceae"	"Calea woodii Pozo & D.J.N.Hind"	"Asteraceae"	"Calea woodii"	"P. Pozo & D.J.N. Hind"	"flowering plants"	"Accepted"	"Asteraceae"	"Pruski & Urbatsch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Santa Cruz, Chiquitos, Santa Barbara. No de Robore. Meseta de la serrania de Santa Barbara"	-18.24	-59.71	2008-05-03	"GBIF"	"K"	"K"	"K"	"Herbarium"	3716	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus (A.H.Gentry) S.O.Grose"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Povoado Pedra Grande. Na estrada para a Serra do Pai Miguel."	-11.123333	-38.773611	2007-12-20	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Salta"	"Oran"	"Abra Grande"	-23.37	-64.22	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Mitracarpus bicrucis"	"Rubiaceae"	"Mitracarpus bicrucis Bacigalupo & E.L.Cabral"	"Rubiaceae"	"Mitracarpus bicrucis"	"Bacigalupo & E.L. Cabral"	"flowering plants"	"Accepted"	"Rubiaceae"	"Bacigalupo & E.L. Cabral"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"aproximadamente de 4 a 5 km de la rodovia Roboré-Santa Cruz, al frende de la comunidad San Pedro, hacia la serranía Santa Barbara. Zona de montañas rocosas mayormente cubierta con bosque seco chiquitano con algunas lajas grandes desde suelos pedregoso hasta arenoso."	-18.248333	-59.800278	2009-06-11	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra do Rabichão, Planalto Residual do Urucum.&nf;Acesso pela Fazenda Uruba. &nf;Interior de Floresta Estacional Decidual."	-19.0537	-57.2882	2004-12-07	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra do Jacadigo, Planalto Residual do Urucum."	-19.233056	-57.849444	2004-10-20	"GBIF"	"IPA"	"IPA"	"IPA"	"IPA"	3347	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	NA	NA	"Argentina"	NA	NA	""	-35.3869	-64.9208	1927-11-17	"GBIF"	"F"	"F"	"F"	"Botany"	3567	0	0	NA	1	"specimen"
"Fosterella vasquezii"	"Bromeliaceae"	"Fosterella vasquezii E.Gross & Ibisch"	"Bromeliaceae"	"Fosterella vasquezii"	"E. Gross & Ibisch"	"flowering plants"	"Accepted"	"Bromeliaceae"	"E. Gross & Ibisch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Prov. Velasco: Parque Nacional \"Kempff Mercado\", cerca catarata \"El Encanto\""	-14.666667	-60.5	1993-08-27	"GBIF"	"FR"	"FR"	"FR"	"Herbarium Senckenbergianum"	3497	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Afloramento arenito-quatzito. Morro do Flamengo."	-10.033333	-40.216667	2005-11-10	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Bauhinia tuichiensis"	"Fabaceae"	"Bauhinia tuichiensis Cayola & A. Fuentes"	"Fabaceae"	"Bauhinia tuichiensis"	"Cayola & A. Fuentes"	"flowering plants"	"Accepted"	"Fabaceae"	"Cayola & A. Fuentes"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"La Paz"	"Franz Tamayo"	"Parque Nacional Madidi, camino Apolo-Azariamas, Arroyo Pintata. A 495 m del campamento en direccion SE, aproximadamente a 20 minutos saliendo del camino. Bosque seco achaparrado de cima de montana. Parcela Temporal de Muestreo 74 (0.1 ha).; ="	-14.46833	-68.53861	2003-02-19	"MO"	"LPB, MO"	"LPB, MO"	"LPB, MO"	NA	280	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Salta"	"Rivadavia"	"Ruta 81, Km 1721"	-23.45	-62.79	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Morro do Coité - encosta com rocha exposta."	-12.755	-39.899167	1997-09-28	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"San Roque"	"San Roque, orillas de la ciudad"	-28.73	-58.68	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Morro das Tocas."	-12.716667	-39.7	1996-09-28	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Calea dalyi"	"Asteraceae"	"Calea dalyi Pruski & Urbatsch"	"Asteraceae"	"Calea dalyi"	"Pruski & Urbatsch"	"flowering plants"	"Accepted"	"Asteraceae"	"Pruski & Urbatsch"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso"	NA	"Serra de Ricardo Franco, topo da cachoeira do Jatobá."	-14.918333	-60.076667	2014-03-21	"GBIF"	"JBRJ"	"JBRJ"	"JBRJ"	"RB"	1928	0	0	NA	1	"specimen"
"Bauhinia tuichiensis"	"Fabaceae"	"Bauhinia tuichiensis Cayola & A. Fuentes"	"Fabaceae"	"Bauhinia tuichiensis"	"Cayola & A. Fuentes"	"flowering plants"	"Accepted"	"Fabaceae"	"Cayola & A. Fuentes"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"La Paz"	"Franz Tamayo"	"Area Natural de Manejo Integrado Madidi, Azariamas, arroyo Javillas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Holocalyx balansae. Fondo de valle. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas."	-14.2577778	-68.5322223	2005-10-07	"MO"	"LPB, MA, MO"	"LPB, MA, MO"	"LPB, MA, MO"	NA	280	0	0	NA	1	"specimen"
"Fosterella vasquezii"	"Bromeliaceae"	"Fosterella vasquezii E.Gross & Ibisch"	"Bromeliaceae"	"Fosterella vasquezii"	"E. Gross & Ibisch"	"flowering plants"	"Accepted"	"Bromeliaceae"	"E. Gross & Ibisch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"Prov. Velasco. SEnda de Los Fierros hacia la serrania, 8 Km del fin del camino. Parque Nacional Noel Kempff Mercado"	-14.554444	-60.796667	1994-06-13	"GBIF"	"JBRJ"	"JBRJ"	"JBRJ"	"RB"	1928	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S. Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Nuflo de Chavez"	"Lomerio. A 12 km al Norte de la comunidad Las Trancas. Parcelas permanente del proyecto Bolfor, Las Trancas 95. Bosque seco chiquitano. Especies arbóreas muy frecuentes Anadenanthera colubrina, Poeppigia procera, etc. Suelos lateríticos."	-16.52027	-61.84638	1994-12-09	"MO"	"MO, USZ"	"MO, USZ"	"MO, USZ"	NA	280	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Terras"	-19.016667	-57.65	1991-06-19	"GBIF"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"CPAP"	2018	1	0	NA	1	"specimen"
"Arachis chiquitana"	"Fabaceae"	"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson"	"Fabaceae"	"Arachis chiquitana"	"Krapov. & al."	"flowering plants"	"Accepted"	"Fabaceae"	"Krapov. & al."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Chiquitos"	"30 km NE de San José. Puesto San Marcos, del Dr. Modesto López"	-17.78	-60.78	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	"N"	NA	"Brazil"	"Rio Grande do Sul"	NA	"Propriedade de Carlito Black."	-29.399683	-51.957633	2015-02-23	"GBIF"	"FUVATES"	"FUVATES"	"FUVATES"	"HVAT"	2936	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Estrada Remanso - Casa Nova, estrada para Serra do Mantasaia em Culumim."	-9.483333	-41.912778	2000-07-03	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
